subj;trial;block;prior;kappa;ct;delay;fix;keypressed;R;T_Angle;resp_mod;choice_x;choice_y;init_resp_angle;choiceAngle;choiceR;RT;MT;ts_b;ts_f;ts_p;ts_d;ts_r;ts_e;m_pos_x;m_pos_y;m_clock
pilot_s;0;0;0;1;False;3000;False;;8;95.71384065869285;eye;L;nan;nan;0;nan;nan;0.006023599999025464;0.006127399974502623;1683803648.2501557;1683803648.2681568;1683803649.0230143;1683803649.5085597;1683803649.5105524;1683803649.5158165;[];[];[]
pilot_s;0;0;0;1;False;3000;True;;8;-160.7131210183248;eye;L;-5.081389844417572;-2.153630241751671;0;-157.03;5.52;1.814380900003016;1.8145037000067532;1683803650.0963187;1683803650.1019363;1683803650.8575096;1683803651.3589635;1683803654.3572857;1683803656.1723695;[];[];[]
pilot_s;1;0;0;1;False;1000;True;;8;-49.644512161189944;eye;L;4.989155471324921;-4.347484298050404;0;-41.07;6.62;0.9658966999268159;0.9659736000467092;1683803656.9458044;1683803656.9509149;1683803657.7048256;1683803658.2087271;1683803659.189482;1683803660.1554484;[];[];[]
pilot_s;2;0;0;1;False;3000;True;;8;117.95152381858102;eye;L;-3.781879961490631;6.148969903215765;0;121.59;7.22;0.8025009999983013;0.8025564999552444;1683803660.9586155;1683803660.968719;1683803661.723901;1683803662.2220082;1683803665.222102;1683803666.0250359;[];[];[]
pilot_s;3;0;0;1;False;1000;True;;8;22.9920926339006;eye;L;6.940538048744202;2.925231608748436;0;22.85;7.53;0.9498391000088304;0.9499092000769451;1683803666.6963038;1683803666.700712;1683803667.4548855;1683803667.9589405;1683803668.9384413;1683803669.8888407;[];[];[]
pilot_s;4;0;0;1;False;3000;True;;8;156.8323405478033;eye;L;-6.852030128240585;3.509274588525295;0;152.88;7.7;0.8154129000613466;0.8155191999394447;1683803670.7395463;1683803670.75164;1683803671.5051916;1683803672.0066404;1683803675.005699;1683803675.8210092;[];[];[]
pilot_s;5;0;0;1;False;1000;True;;8;-140.49430897404446;eye;L;-4.6639524102211;-2.6451045557856556;0;-150.44;5.36;1.068711100029759;1.0687668999889866;1683803676.517274;1683803676.5342755;1683803677.2887642;1683803677.7891831;1683803678.7701867;1683803679.8391297;[];[];[]
pilot_s;6;0;0;1;False;1000;True;;8;35.773498467226666;eye;L;5.750975787639618;4.60613070577383;0;38.69;7.37;0.7171720999758691;0.7172479999717325;1683803680.593308;1683803680.60045;1683803681.3557796;1683803681.8566973;1683803682.8382392;1683803683.555383;[];[];[]
pilot_s;7;0;0;1;False;3000;True;;8;57.93945022532487;eye;L;4.421286225318909;7.410970417410135;0;59.18;8.63;1.030681199976243;1.0307521999347955;1683803684.3656328;1683803684.3835983;1683803685.1399684;1683803685.638762;1683803688.63785;1683803689.6689537;[];[];[]
pilot_s;8;0;0;1;False;1000;True;;8;157.7744629273613;eye;L;-7.141501486301422;3.6204174980521198;0;153.12;8.01;1.0997791999252513;1.0998579000588506;1683803690.694033;1683803690.7000332;1683803691.4540217;1683803691.956445;1683803692.9373107;1683803694.0368366;[];[];[]
